CASE_NUMBER,STATUS,APPLICATION_SUBMITTED_DATE,COMPLETED_DATE,CANCELLATION_DATE,BROKER_ID,BROKER_FIRM_ID,LOAN_AMOUNT,PROPERTY_CATEGORY
2679,IN_PROGRESS,2021-08-27 16:21:21.000000000,,,64d4d241-d637-475c-8553-f4c662e2f0b0,4b9399797b1e14f16797d6b183f7e88dfaf9d87ce53c2fe00a2ffcda725fd5dc,177973.000000,STANDARD
2680,IN_PROGRESS,2021-08-27 16:36:53.000000000,,,64d4d241-d637-475c-8553-f4c662e2f0b0,4b9399797b1e14f16797d6b183f7e88dfaf9d87ce53c2fe00a2ffcda725fd5dc,161178.000000,STANDARD
2681,IN_PROGRESS,2021-08-27 16:47:14.000000000,,,64d4d241-d637-475c-8553-f4c662e2f0b0,4b9399797b1e14f16797d6b183f7e88dfaf9d87ce53c2fe00a2ffcda725fd5dc,161178.000000,STANDARD
2683,IN_PROGRESS,2021-08-27 16:56:44.000000000,,,64d4d241-d637-475c-8553-f4c662e2f0b0,4b9399797b1e14f16797d6b183f7e88dfaf9d87ce53c2fe00a2ffcda725fd5dc,161178.000000,STANDARD
2684,IN_PROGRESS,2021-08-26 08:08:31.000000000,,,64d4d241-d637-475c-8553-f4c662e2f0b0,4b9399797b1e14f16797d6b183f7e88dfaf9d87ce53c2fe00a2ffcda725fd5dc,144383.000000,STANDARD
2685,IN_PROGRESS,2021-08-27 17:16:24.000000000,,,64d4d241-d637-475c-8553-f4c662e2f0b0,4b9399797b1e14f16797d6b183f7e88dfaf9d87ce53c2fe00a2ffcda725fd5dc,160411.000000,STANDARD
2686,IN_PROGRESS,2021-08-27 17:26:53.000000000,,,64d4d241-d637-475c-8553-f4c662e2f0b0,4b9399797b1e14f16797d6b183f7e88dfaf9d87ce53c2fe00a2ffcda725fd5dc,177398.000000,STANDARD
2687,CANCELLED,2021-07-26 14:42:32.000000000,,2021-08-26 14:11:22.000000000,fd7b2fca-5c01-4423-b82a-4581a9d8128d,81a346a855be30c5084b41c6fd2478e833ee0f569ca4d06d01b8eb1252890502,199588.000000,STANDARD
2690,IN_PROGRESS,2021-07-27 08:45:18.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,110070.250000,STANDARD
2692,IN_PROGRESS,2021-08-03 02:42:46.000000000,,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,369004.000000,STANDARD
2696,CANCELLED,2021-08-03 01:51:28.000000000,,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,870209.500000,STANDARD
2697,CANCELLED,2021-07-26 13:47:49.000000000,,2021-11-08 13:31:45.000000000,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,78720.750000,STANDARD
2700,COMPLETED,2021-07-26 15:44:18.000000000,2021-11-18 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,113047.500000,STANDARD
2701,COMPLETED,2021-08-12 14:29:28.000000000,2021-09-29 22:59:00.000000000,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,307302.880000,HMO
2707,IN_PROGRESS,2021-07-27 09:54:58.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,116471.250000,STANDARD
2708,CANCELLED,2021-07-27 09:46:51.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,113047.500000,STANDARD
2709,CANCELLED,2021-07-27 09:43:29.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,116471.250000,STANDARD
2710,IN_PROGRESS,2021-07-27 09:40:18.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,116471.250000,STANDARD
2711,IN_PROGRESS,2021-07-27 09:36:37.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,72163.630000,STANDARD
2712,CANCELLED,2021-07-27 09:32:58.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,116471.250000,STANDARD
2713,IN_PROGRESS,2021-07-27 09:28:57.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,116471.250000,STANDARD
2714,IN_PROGRESS,2021-07-27 09:25:09.000000000,,,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,137995.000000,STANDARD
2716,IN_PROGRESS,2021-07-27 10:34:34.000000000,,,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,582500.000000,HMO
2717,IN_PROGRESS,2021-07-27 11:02:56.000000000,,,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,582500.000000,HMO
2719,IN_PROGRESS,2021-07-27 11:21:45.000000000,,,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,582500.000000,HMO
2722,COMPLETED,2021-07-27 12:20:38.000000000,2022-02-02 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,302961.010000,HMO
2724,COMPLETED,2021-07-29 14:49:27.000000000,2022-02-02 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,302961.010000,HMO
2726,COMPLETED,2021-07-28 09:25:38.000000000,2021-10-07 22:59:00.000000000,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,769107.750000,STANDARD
2728,IN_PROGRESS,2021-07-28 15:08:21.000000000,,,b3026218-a0e9-4e59-a9ad-441816d7b3d9,f33cdab5a651a205e8389d44ad598b1af2d2e46464d3c6e9b6e71f9754779537,247501.880000,STANDARD
2729,COMPLETED,2021-07-30 10:40:25.000000000,2021-11-08 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,128356.000000,STANDARD
2730,COMPLETED,2021-07-28 15:20:50.000000000,2022-02-10 22:59:00.000000000,,b3026218-a0e9-4e59-a9ad-441816d7b3d9,f33cdab5a651a205e8389d44ad598b1af2d2e46464d3c6e9b6e71f9754779537,272802.250000,STANDARD
2733,IN_PROGRESS,2021-07-28 13:37:46.000000000,,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,105100.380000,STANDARD
2734,CANCELLED,2021-07-28 11:47:44.000000000,,2021-10-06 11:17:11.000000000,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,624806.130000,MUFB
2739,COMPLETED,2021-08-12 08:49:19.000000000,2022-01-21 22:59:00.000000000,,6808c4fd-ced5-4665-a602-844943fb0d04,325e020b9b40396ac5ff326b7234c285df54d00cde90602ec5c55caf09fb07b6,273984.000000,STANDARD
2746,CANCELLED,2021-07-29 12:05:46.000000000,,2021-08-04 10:08:42.000000000,f89a1f26-580d-4351-bdca-13d8593ed547,aabde1d7babc7eba7d1ea45b15f01ed084a2c8dfd38cfcf29cbe0ed6d7517937,392403.250000,HMO
2747,COMPLETED,2021-07-29 16:39:04.000000000,2021-11-26 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,190548.000000,STANDARD
2748,COMPLETED,2021-07-29 16:49:54.000000000,2021-12-03 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,144383.000000,STANDARD
2751,COMPLETED,2021-07-30 07:57:45.000000000,2022-02-02 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,325803.130000,HMO
2752,COMPLETED,2021-07-30 08:08:46.000000000,2022-02-02 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,357240.410000,HMO
2755,IN_PROGRESS,2021-07-29 17:39:14.000000000,,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,160411.000000,STANDARD
2756,COMPLETED,2021-07-29 18:05:40.000000000,2021-11-26 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,161370.000000,STANDARD
2757,COMPLETED,2021-07-29 18:21:05.000000000,2021-11-26 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,177398.000000,STANDARD
2758,COMPLETED,2021-07-29 19:19:43.000000000,2021-11-26 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,144383.000000,STANDARD
2759,COMPLETED,2021-07-29 19:29:18.000000000,2021-11-26 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,128356.000000,STANDARD
2760,COMPLETED,2021-07-29 19:39:56.000000000,2021-11-26 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,160411.000000,STANDARD
2761,COMPLETED,2021-07-29 19:53:37.000000000,2021-11-26 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,144383.000000,STANDARD
2762,COMPLETED,2021-07-30 14:07:19.000000000,2021-10-27 22:59:00.000000000,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,111301.750000,STANDARD
2763,COMPLETED,2021-08-02 10:02:05.000000000,2021-11-01 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,308537.130000,STANDARD
2764,CANCELLED,2021-08-02 10:08:33.000000000,,2021-11-08 13:30:51.000000000,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,393837.000000,STANDARD
2765,COMPLETED,2021-08-02 10:13:16.000000000,2021-11-01 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,212769.250000,STANDARD
2766,COMPLETED,2021-08-02 10:17:34.000000000,2021-11-01 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,131594.000000,STANDARD
2767,CANCELLED,2021-08-02 10:22:35.000000000,,2021-09-13 12:48:34.000000000,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,129801.000000,STANDARD
2769,COMPLETED,2021-08-02 10:29:52.000000000,2021-11-01 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,189602.000000,STANDARD
2770,COMPLETED,2021-08-02 10:33:32.000000000,2021-11-01 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,98300.250000,STANDARD
2771,COMPLETED,2021-08-02 10:37:17.000000000,2021-11-01 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,131594.000000,STANDARD
2772,COMPLETED,2021-08-02 10:41:38.000000000,2021-11-08 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,128356.000000,STANDARD
2773,COMPLETED,2021-08-02 10:46:09.000000000,2021-11-01 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,98300.250000,STANDARD
2774,COMPLETED,2021-08-02 10:49:27.000000000,2021-11-01 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,123000.880000,STANDARD
2775,COMPLETED,2021-08-02 11:18:34.000000000,2021-11-26 22:59:00.000000000,,6d6ccc39-930d-4d9c-9ee8-b11d445571b3,01168d889e8fa660046aedb26d94d8f83e0730a079b0351341a2bba063d1c181,238336.000000,STANDARD
2779,COMPLETED,2021-07-30 16:07:21.000000000,2021-11-26 22:59:00.000000000,,a0d33114-cdfa-466d-b40d-77eb4caff684,c85afe420b138dc3294653718cda2ebfc1db2bb12dc3b2710a29e3cd99f972d8,206575.000000,STANDARD
2787,COMPLETED,2021-08-02 11:30:01.000000000,2021-11-26 22:59:00.000000000,,6d6ccc39-930d-4d9c-9ee8-b11d445571b3,01168d889e8fa660046aedb26d94d8f83e0730a079b0351341a2bba063d1c181,323432.500000,STANDARD
2789,COMPLETED,2021-08-02 15:53:02.000000000,2021-09-30 22:59:00.000000000,,29138dc0-bafe-479e-8206-fc9b2eaeee61,6702c41cb46280436bd51ba27456f70b961a95f62fde55f89ec971a5e604e00f,163236.000000,STANDARD
2790,COMPLETED,2021-08-04 08:39:53.000000000,2021-11-19 22:59:00.000000000,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,314932.000000,STANDARD
2793,COMPLETED,2021-08-17 13:46:21.000000000,2021-12-22 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,145862.120000,STANDARD
2797,CANCELLED,2021-08-03 08:07:47.000000000,,2022-02-07 12:36:39.000000000,d0f112ca-863c-4446-b748-941291335deb,03cac00b48d53fdd63a4e338890611c710d5ed09b05afe458af9fcf1d119c777,437897.750000,STANDARD
2800,IN_PROGRESS,2021-08-12 14:51:12.000000000,,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,100952.130000,STANDARD
2801,CANCELLED,2021-08-03 12:00:07.000000000,,2022-02-11 16:02:20.000000000,d0f112ca-863c-4446-b748-941291335deb,03cac00b48d53fdd63a4e338890611c710d5ed09b05afe458af9fcf1d119c777,447171.000000,STANDARD
2802,COMPLETED,2021-08-03 11:10:33.000000000,2021-10-07 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,175193.000000,STANDARD
2803,COMPLETED,2021-09-15 11:57:31.000000000,2022-01-21 22:59:00.000000000,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,137995.000000,STANDARD
2812,IN_PROGRESS,2021-08-03 15:10:00.000000000,,,ab4041d0-135f-4078-a1d8-a4976f8555b4,64ec81d9917359af011b90f03decf394ad30fd2b78370104b974b76ad435a294,279003.630000,STANDARD
2816,COMPLETED,2021-08-03 17:02:24.000000000,2021-11-29 22:59:00.000000000,,29138dc0-bafe-479e-8206-fc9b2eaeee61,6702c41cb46280436bd51ba27456f70b961a95f62fde55f89ec971a5e604e00f,96956.000000,STANDARD
2817,CANCELLED,2021-08-10 10:36:29.000000000,,2021-10-20 13:35:49.000000000,10d8556a-c439-42bc-ac05-a0bc5736939b,a13f188e1954b07ddc5129ae5b8974118b1831fcfe647299b938d31939b655ad,391426.500000,STANDARD
2818,IN_PROGRESS,2021-08-12 16:07:56.000000000,,,5ac95379-27b3-4ead-b733-d6e88cc7c27d,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,118479.750000,STANDARD
2820,CANCELLED,2021-08-17 16:59:23.000000000,,,5ac95379-27b3-4ead-b733-d6e88cc7c27d,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,178064.250000,STANDARD
2821,COMPLETED,2021-08-04 10:21:58.000000000,2021-10-28 22:59:00.000000000,,10d8556a-c439-42bc-ac05-a0bc5736939b,a13f188e1954b07ddc5129ae5b8974118b1831fcfe647299b938d31939b655ad,351251.250000,STANDARD
2822,COMPLETED,2021-08-04 10:28:39.000000000,2021-10-28 22:59:00.000000000,,10d8556a-c439-42bc-ac05-a0bc5736939b,a13f188e1954b07ddc5129ae5b8974118b1831fcfe647299b938d31939b655ad,351251.250000,STANDARD
2823,COMPLETED,2021-08-04 10:34:43.000000000,2021-10-28 22:59:00.000000000,,10d8556a-c439-42bc-ac05-a0bc5736939b,a13f188e1954b07ddc5129ae5b8974118b1831fcfe647299b938d31939b655ad,351251.250000,STANDARD
2824,COMPLETED,2021-08-04 12:10:18.000000000,2021-12-22 22:59:00.000000000,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,191651.440000,STANDARD
2825,COMPLETED,2021-08-04 11:55:29.000000000,2021-12-09 22:59:00.000000000,,69b0af92-1c38-4536-aeec-819e64482ae6,e9fb71c7f61a397cb5827797f3e5175fb27f8339ffca39515f8a0fe4e029c92e,236786.000000,STANDARD
2826,IN_PROGRESS,2021-08-04 19:41:43.000000000,,,bea3302e-eda9-4384-955d-b8b9f55c8d7f,ace56af711686fa56cdf644fab87b1c7c7ca6f4d087266c52aa7f5443f20c1d5,96956.000000,STANDARD
2827,IN_PROGRESS,2021-08-04 20:17:25.000000000,,,bea3302e-eda9-4384-955d-b8b9f55c8d7f,ace56af711686fa56cdf644fab87b1c7c7ca6f4d087266c52aa7f5443f20c1d5,109206.500000,STANDARD
2828,CANCELLED,2021-08-04 20:50:06.000000000,,2022-02-11 15:31:11.000000000,bea3302e-eda9-4384-955d-b8b9f55c8d7f,ace56af711686fa56cdf644fab87b1c7c7ca6f4d087266c52aa7f5443f20c1d5,102233.130000,STANDARD
2839,COMPLETED,2021-08-09 11:16:48.000000000,2022-01-14 22:59:00.000000000,,8131954a-be66-4c22-8183-e51b4a1004f0,ea04190556b04a6b3f18f490c15dce3db8695fac637bb100820dcbd00d65314c,273984.000000,STANDARD
2840,COMPLETED,2021-08-06 10:42:26.000000000,2021-11-18 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,140251.690000,HMO
2842,COMPLETED,2021-08-06 11:04:53.000000000,2021-11-18 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,127900.880000,HMO
2843,COMPLETED,2021-08-06 12:46:14.000000000,2021-11-18 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,127900.880000,HMO
2844,COMPLETED,2021-08-06 13:06:23.000000000,2021-11-18 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,146401.130000,HMO
2848,COMPLETED,2021-08-10 11:49:37.000000000,2021-12-10 22:59:00.000000000,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,174640.500000,STANDARD
2849,COMPLETED,2021-08-06 14:28:07.000000000,2021-11-18 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,171101.750000,HMO
2850,COMPLETED,2021-08-06 15:02:49.000000000,2021-11-18 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,146401.130000,HMO
2851,COMPLETED,2021-08-06 15:14:59.000000000,2021-11-18 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,153201.250000,HMO
2852,COMPLETED,2021-08-06 15:42:01.000000000,2021-11-26 22:59:00.000000000,,54560769-20b2-4585-ac2f-2d046ae2eacf,06ec5035557395356d5bb658a7577c7c0608bd5b180b017d780df7b29b8d10b0,111301.750000,STANDARD
2862,COMPLETED,2021-08-09 15:25:15.000000000,2021-12-01 22:59:00.000000000,,9c523f44-64bf-44fa-9699-a5d5318db39c,8ea7b7ec5b8f3995e1dae4aabdbeadb33d211e682213f476c504428d3f42a0e8,332705.750000,STANDARD
2864,COMPLETED,2021-08-10 15:28:05.000000000,2021-11-30 22:59:00.000000000,,4507a377-3fdd-4214-a085-3429c0591258,31f7b7a2313ff75870e756b74f34d1de2eb0e3848adc939819b9663f02dac1b6,159401.630000,HMO
2865,IN_PROGRESS,2021-09-02 09:46:36.000000000,,,1b9ba850-914c-4b0b-8d43-65081f72429b,c2d5582e1a14762cac1fea47fced97bfab61c08d0cf120c58ccb4f172c39fc57,506506.500000,HMO
2879,COMPLETED,2021-08-24 08:07:56.000000000,2021-11-19 22:59:00.000000000,,00ca468e-3630-4fe6-b0fd-86f6d27e3b40,cc533ea8aa51b56615878636de8f4570820d879ddc7abae0ff7a35a15ef7a30d,159518.750000,STANDARD
2880,COMPLETED,2021-08-10 17:45:17.000000000,2021-12-10 22:59:00.000000000,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,172632.000000,STANDARD
2881,COMPLETED,2021-08-10 18:06:28.000000000,2021-12-10 22:59:00.000000000,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,122320.750000,STANDARD
2884,CANCELLED,2021-09-01 12:51:51.000000000,,,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,524128.000000,STANDARD
2888,COMPLETED,2021-08-11 12:02:34.000000000,2021-12-01 22:59:00.000000000,,9c523f44-64bf-44fa-9699-a5d5318db39c,8ea7b7ec5b8f3995e1dae4aabdbeadb33d211e682213f476c504428d3f42a0e8,341979.000000,STANDARD
2892,COMPLETED,2021-08-25 12:00:13.000000000,2022-01-14 22:59:00.000000000,,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,107842.930000,STANDARD
2893,IN_PROGRESS,2021-08-11 20:23:09.000000000,,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,129801.000000,STANDARD
2897,IN_PROGRESS,2021-08-12 09:55:53.000000000,,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,595410.500000,STANDARD
2899,COMPLETED,2021-08-12 12:58:35.000000000,2021-11-24 22:59:00.000000000,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,103781.500000,STANDARD
2905,CANCELLED,2021-08-18 10:00:25.000000000,,2021-10-07 12:00:36.000000000,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,745708.500000,STANDARD
2906,CANCELLED,2021-11-09 08:55:49.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,236786.000000,STANDARD
2907,IN_PROGRESS,2021-08-13 07:54:09.000000000,,,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,546713.000000,HMO
2910,CANCELLED,2021-08-13 16:13:12.000000000,,,6fb967b9-3f2e-4ae7-9251-5a1ea8e671be,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,326856.250000,STANDARD
2916,CANCELLED,2021-08-13 14:33:21.000000000,,2021-09-06 10:23:01.000000000,0e8fc14a-b53f-423d-a1a7-03376af5d73e,e63faaebcad7b0395f980893ed785f8d4fc26511395cd34d52238bae5727a917,579727.000000,STANDARD
2922,CANCELLED,2021-08-18 09:43:09.000000000,,2021-10-07 12:47:37.000000000,fded6a9b-549c-4f47-a820-118001368786,4a31e715c18691a62bb1022c7fab48bea79ba37d7023249ef22db47617565937,867941.000000,MUFB
2923,CANCELLED,2021-08-17 13:37:35.000000000,,2021-08-31 12:49:04.000000000,fded6a9b-549c-4f47-a820-118001368786,4a31e715c18691a62bb1022c7fab48bea79ba37d7023249ef22db47617565937,143614.750000,STANDARD
2927,CANCELLED,2021-08-16 10:08:17.000000000,,2021-11-08 14:28:20.000000000,f27df3d9-3ed2-437f-baca-9aa75d0b814c,9e6d407c3b3fd264d6997e939b0aa05490235d6151eea866dec6d1e3f93a7618,190314.750000,STANDARD
2929,COMPLETED,2021-09-03 12:17:52.000000000,2021-12-23 22:59:00.000000000,,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,737950.000000,STANDARD
2931,IN_PROGRESS,2021-08-17 08:53:07.000000000,,,f27df3d9-3ed2-437f-baca-9aa75d0b814c,9e6d407c3b3fd264d6997e939b0aa05490235d6151eea866dec6d1e3f93a7618,268767.000000,STANDARD
